Dynasty,Author,Title,Content,lable
Song,卞震,其七,空囊万里客，斜月一床寒。,3
Song,丁可,夜对巾山题客楼,两峰高并玉珑松，绝顶浮图插暮空。飞雨入帘烟树暝，半天灯火幻疏红。,3
Ming,王景,和曾侍读韵,粉署肃阴阴，晏坐万虑息。星出金阙高，天近蓬莱碧。风轩挹余清，露阶泛寒白。徘徊自成趣，庶以永今夕。,5
Ming,王錂,玉芙蓉,净：臣登徒履进酒。神枢绕殿明。华渚飞虹影。看桃华敛实。椿树含荣。携将铜狄千春颂。并取瑶函十赉文。合：胥欢庆。比华封祝圣尽输忠。把倾葵赤胆佐承明。,5
Song,方大琮,送广东赵舶使,百禽收舌后，一鹗凌清秋。沧波渺浩荡，中有万斛舟。劫灰烧不尽，宗老擅风流。典刑尚千载，雅奥根九畴。忠愤疏中垒，功名起武侯。载彼北方学，来为南国游。膻风痛洗濯，蛮俗赖怀柔。偶然得联事，顾影岂其俦。逢迎时一笑，倾吐不复留。抵掌说西事，强颜愧楚囚。见晚别何早，含情酒浇愁。惟有加餐祝，作歌住行辀。有诏愿亟起，且莫事锄耰。顾我何为者，一毛在九牛。,3
Yuan,宇文公谅,其二,奴唱吴歌郎扣舷，明朝郎去有谁怜。恨杀吴山遮望眼，不见江头郎去船。,4
NanBei,王筠,奉酬从兄临川桐树诗,伊昔擅羽仪，待价龙门垂。优游清露点，徽穆惠风吹。月上阴阳干，云复死生枝。公子存高尚，聊用影华池。栖鸾既不重，舞鹤复何施。方同散木爨，清响竟谁知。,1
Tang,王维,从岐王过杨氏别业应教,杨子谈经所，淮王载酒过。兴阑啼鸟换，坐久落花多。径转回银烛，林开散玉珂。严城时未启，前路拥笙歌。,2
Ming,尹绛,吴判府事竣挽（朴长远）,夙岁班心玉立身，三朝曳履到星辰。世人竞宝临池笔，见者皆知有脚春。文苑几年倾物望，耆英一夕返仙真。连姻同里追陪处，华屋山丘倍湿巾。,5
Qing,王赐书,挽张百熙联,采东西教育名家之制，熔铸一炉，伟力振文明，原期转弱为强，宏我中国；综古今宪法政理之长，斡旋大局，苦心求治效，讵意遗艰投钜，失此老成。,6
Tang,元阳子,其十三,玄黄冥寞不可辩，铅汞之门义难显。世人不晓定其原，细思至行自然见。,2
Ming,王揆,送懒云道人还滇中,干戈未定欲何之，万里还家一衲随。湖海班荆无姓氏，风尘面壁有须眉。身当持钵飘零日，魂忆投诗恸哭时。故国鱼龙秋寂寞，不堪凭吊向昆池。,5
Ming,王立道,游仙三首 其一,仙人住玉京，累劫道初成。指树元非姓，餐松偶得名。龙嘘云盖引，虎奉岳图迎。相待天台路，何时返赤城。,5
Yuan,周德清,喜春来,月儿初上鹅黄柳，燕子先归翡翠楼，梅魂休暖凤香篝。人去后，鸳被冷堆愁。,4
Qing,方彦珍,忆王孙 新秋即事,疏帘花影月光笼。暑退凉生诗思浓。忽讶鏦铮响远空。戛梧桐。一半砧声一半风。,6
Qing,王尔烈,祖越寺①,峰外奇峰一上松，神仙应向此间逢。穿林风劲来香象，守洞云深啸老龙。玉匮流传黄帝事，青城髣髴丈人封。昔人自有看山眼，五岳何难一腹容。,6
NanBei,江总,静卧栖霞寺房望徐祭酒诗,绝俗俗无侣，修心心自斋。连崖夕气合，虚宇宿云霾。卧藤新接户，欹石久成阶。树声非有意，禽戏似忘怀。故人市朝狎，心期林壑乖。唯怜对芳杜，可以为吾侪。,1
Ming,释方泽,除夜对雪,江城燎火正凝霞，密雪旋迷十万家。却向垆边飞作雨，偶经灯畔落成花。力侵衣絮心同冷，光映窗纱发并华。诘旦祝禧先有瑞，会从龙象曳袈裟。,5
NanBei,何承天,其七 将进酒,将进酒，庆三朝。备繁礼，荐嘉肴。荣枯换，霜雾交。缓春带，命朋僚。车等旗，马齐镳。怀温克，乐林濠。士失志，愠情劳。思旨酒，寄游遨。败德人，甘醇醪。耽长夜，或淫妖。兴屡舞，厉哇谣。形傞傞，声号呶。首既濡，赤亦荒。性命夭，国家亡。嗟后生，节酣觞。匪酒辜，孰为殃。,1
Yuan,吕诚,月下怀友,秋庭夜泬寥，云影绝纤毫。月转青霄迥，星临紫极高。蚁醅金错落，凤吹《郁轮袍》。不举山阴棹，空孤一世豪。,4
Qing,丁午,冒雨访盛凤翔城北寓居留饮春盘醉后有作,入春雨雪多，兼旬风簌簌。枯坐兀无聊，蜡屐访城北。登堂一笑迎，握手意可掬。天寒泥留饮，是真来不速。嗟我生寡欢，性僻难谐俗。与君久缔交，淡然若兰菊。遇合彼此同，牖下犹雌伏。瞻顾名利场，无能共角逐。笑彼冠盖多，其奈知食肉。不如咬菜根，静对缥缃馥。优游寝馈中，万卷丹黄读。知足神自怡，朱颜为君祝。至乐颇耐寻，何必求多福。冲寒梅信芳，同上孤山麓。,6
NanBei,谢庄,其三 歌太祖文皇帝（《宋书》曰：依周颂体。）,维天为大。维圣祖是则。辰居万宇。缀旒下国。内灵八辅。外光四瀛。蒿宫仰盖。日馆希旌。复殿留景。重檐结风。刮楹接纬。达向承虹。设业设虡。在王庭。肇禋祀。克配乎灵。我将我享。维孟之春。以孝以敬。以立我烝民。,1
Song,毛滂,谢陈进士见示诗赋并以为别,陈子赋可喜，十诗仍好辞。亦云馀事尔，何累壮夫为。语浸初已漫，笔峰时出奇。息肩当益学，葵圃未应窥。,3
Tang,李行言,秋晚度废关,秦郊平旧险，周德眷遗黎。始闻清夜柝，俄见落封泥。物色来无限，津途去不迷。空亭谁问马，闲戍但鸣鸡。山月寒弥净，河风晓更凄。赠言杨伯起，非复是关西。,2
Tang,王邕,内人蹋毬赋,毬犹求也。展转驰逐兮。将求仁而得仁。毬上有嫔。毬以行于道。嫔以立于身。出红楼而色妙。对白日而颜新。旷古未作。于今始陈。俾众伎而皆掩。擅奇能而绝伦。于是扬袂謺足。徘徊踯躅。虽进退而有据。常兢兢而自勖。毬体兮似珠。人颜兮似玉。下则雷风之宛转。上则神仙之结束。无习斜流。恒为正游。毬不离足。足不离毬。弄金盘而神仙欲下。舞宝剑则夷狄来投。方知吾君偃武之日。修神仙之术。但欲扬其善教。岂徒悦其淑质。谓艳色兮可轻。使宫女兮程功而出。疑履地兮不履其地。疑腾虚兮还践其实。当是时也。华庭纵赏。万人瞻仰。洛神遇而耻乘流。飞燕逢而惭在掌。几看制而动息。几度纷而来往。倏而复归于云霄。何微妙之忽恍。,2
Qing,方希孟,骨拐泉,悉月坠茫茫，寒星照大荒。鸽盘晴哨响，雕卷画旗凉。漠气连空紫，天光落海黄。玉关云万叠，何处更家乡。,6
Song,王玉,朝中措,杨花绕昼暖风多。晴云点池波。戏数翠萍几靥，零星未碍圆荷。软人天气，半如溽暑，半似清和。说与香篝缊火，酒痕梅却衣罗。,3
Yuan,方凤,同胡汲仲兄弟登香远楼,策杖探幽胜，同登况二难。江山双极目，宇宙一凭栏。春色啼莺破，孤城拥浪寒。遥遥烟霭里，犹作故宫看。,4
Yuan,朱铎,太白山,终南列万山，孤巅入云里。雪花点翠屏，秋风吹不起。,4
WeiJin,杨羲,九华安妃见降口授作诗,云阙竖空上，琼台耸郁罗。紫宫乘绿景，灵观蔼嵯峨。琅轩朱房内，上德焕绛霞。俯漱云瓶津，仰掇碧柰花。濯足玉女池，鼓枻牵牛河。遂策景云驾，落龙辔玄阿。振衣尘滓际，褰裳步浊波。愿为山泽结，刚柔顺以和。相携双清内，上真道不邪。紫微会良谋，唱纳享福多。,0
Tang,毛文锡,西溪子,昨夜西溪游赏，芳树奇花千样。锁春光，金尊满，听弦管，娇妓舞衫香暖。不觉到斜晖，马驮归。,2
WeiJin,李颙,夏日诗,炎光烁南溟，溽暑融三夏。霮䨴重云荫，砰棱震雷咤。,0
Yuan,王艮,发瓜州,一别芜城逾十载，重来鱼鸟亦相亲。童童碧树添新冢，段段青山似故人。把镜未须惊白发，持杯犹得及芳春。却将此日思前日，只觉今身是后身。,4
NanBei,到溉,秋夜咏琴诗,寄语调弦者，客子心易惊。离泣已将坠，无劳别鹤声。,1
Song,孔武仲,道中观荷花,放棹东南去，正值荷花荣。玉质不待染，仙香无限清。朱朱仍白白，脉脉复盈盈。迢递天风起，谁怜舞态轻。,3
WeiJin,司马彪,诗 其一,玉出阆风侧，珠生南海滨。奕奕不同阪，苏桂扬其芬。,0
Ming,叶子奇,宿白羊湖,客思官程意转迷，湘江南去草萋萋。待寻无树人家宿，免得中宵谢豹啼。,5
Song,王琪,送安公归顶山瑞石庵,谈空一纪馀，重出访岩居。身是汾阳嗣，囊惟郭璞书。公侯倒屣后，泉石结茆初。山顶收榛栗，经秋信莫疏。,3
Qing,王钺,岭南秋色,秋来不复见黄叶，但见野云漠漠生。花气中人如二月，鸟声依树欲三更。新禾瘴发微寒起，广莫风轻潦水平。若向山城高处望，羁人何事不关情。,6
Qing,王庭,蜘蛛,岂有当门惧，仍来比屋居。牵丝恒罢织，结网不为渔。近暖萦烟密，零寒著雨虚。殷勤亦生计，朝夕尔何如。,6
Qing,丁惠康,其三,手捋残红不忍看，轻寒无赖倚阑干。阴晴未定天如醉，疢疾迷方泪易弹。旧恨尊前歌昔昔，新愁帘外雨潺潺。伤心思妇辽西梦，冷怯空闺人未还。,6
Yuan,甘复,晓出西园由谷中归,披褐涉西园，烦襟散清晓。微风动高树，零露下芳沼。始行幽谷中，忽出青林杪。流水漂馀花，修筠度啼鸟。身缘翠石回，思逐白云杳。负杖孤赏怀，春阑绿阴悄。,4
Tang,淑德郡主,教子诗,我本世胄深宫质，下嫁祝门妇道执。汝父从戎干戈戢，命我避难江郎入。下抚双郎时训饬，上侍老祖年九十。念汝生父丧原隰，生死茫茫不相及。人生励志应早立，汝宜经史勤时习。莫负我身亲炊汲，汝父汝祖各饮泣。,2
Ming,方孝孺,其六,服猛本王政，赐皮书阁中。林泉眼如电，文采座生风。似可讲周易，宁须唤小空。深思避贤者，玄理未能通。,5
Ming,元天锡,石竹花（蹲鸱花也）,品色虽云好，常依草莽中。雨沾生细叶，露浥亚芳丛。影浅沙堤月，香连柳岸风。莫言谁见赏，边有白头翁。,5
Song,尹廷高,信安秋晚,西风吹客鬓，天地一离愁。黄菊山城雨，青灯野店秋。乔松填缺嶂，落叶涩寒流。吹醒乡关梦，笛声人隔楼。,3
Song,方子容,西龙潭,风云未借且潜藏，峰上谁欤起道场。禅子坐听金竺语，老人拜献玉函方。法轮广大乾坤转，岩洞幽深日月长。千古不愁为佛护，夜潭勤礼玉毫光。,3
Qing,文启元,山居即事,山回水合野人家，颓岸荒邱杂种花。红白根分诸葛菜，短长藤结邵平瓜。休闻诏命应三策，不事书淫拥五车。似坐禅宫逃俗侣，到门惟有古烟霞。,6
Ming,毛铉,兰沧江,两山高插云，岿然若天岸。草树绿相缪，仰视天一线。中有一长江，江流急于箭。乱石龃其中，喷激成飞霰。客子何问津，鸡鸣夜将旦。仆夫相顾愁，舟楫恐失援。天明设此险，永作边城翰。,5
Song,方武子,南中题壁,明月照齐州，玉龙栖欲起。壮士肠夜回，寒衾泼秋水。,3
Yuan,汪铢,上御史,列位南台肃纪纲，清冰出壑凛寒芒。乘骢秋入青山道，执简朝凝白纻霜。鹰奋西风初搏击，鸿安中泽肯飞翔。此邦民瘼如堪画，异日须将入皂囊。,4
Song,仇博,雪中失白马,丝缰误解白龙飞，满地琼瑶衬粉蹄。愁杀塞翁寻不见，月明风静只闻嘶。,3
Song,方逢辰,颂徐大可为六县减免税粮得请,六县驩娱己独劳，肯心行善是人豪。乞怜请命茧丝价，起死回生鼎釜熬。谁谓他人无力气，不于好事拔毫毛。老夫赞咏非誇诩，此在春秋亦合褒。,3
Yuan,传东郊,次韵果岩琴棋书画四美人啚 其一,宫槐叶暗午风清，閒弄瑶琴寄此情。秪恐关雎风巳变，调哀弦促不成声。,4
Ming,尹根寿,其二,百越天边迥，千峰海畔苍。衣冠泰伯裔，家世剡溪乡。投笔长风里，临戎析木傍。东人偏恋德，为是挹馀光。,5
Song,方梓,重阳对菊得开字,江源旧社兹重来，素车欲返犹徘徊。亲朋正感邻舍笛，风雨复对重阳杯。穷人非诗语独恶，湑我有酒花须开。眼前悲喜异今昔，敢问戏马当年台。,3
Song,净圆,其十 西方好,西方好，群鸟美音声。华下和鸣歌六度，光中哀雅攒三乘。闻者悟无生。三恶道，犹自不知名。皆是佛慈亲变化，欲宣法语警迷情。心地顿圆明。,3
NanBei,刘删,赋得苏武,奉使穷沙漠，抆泪上河梁。食雪天山近，思归海路长。系书秋待雁，握节暮看羊。因思李都尉，还汉不相忘。,1
Ming,王嘉谟,送人之广陵,遥看海色过横楼，万树江中送客舟。月照关山莫辞醉，明朝风雨广陵秋。,5
Qing,王文治,羽林郎,万树接垂杨，翩翩侠少场。青春芳草陌，白马紫游缰。细雨随花落，暄风送酒香。当垆年十五，相见恐回肠。,6
NanBei,萧衍,其九 秋歌四首,绣带合欢结，锦衣连理文。怀情入夜月，含笑出朝云。,1
Yuan,任原,送舒从事还南海,老逢离别倍伤情，一骑临秋复远行。客路惊心孤雁影，家林入梦断猿声。朱崖落日天低海，铜柱云寒雨过城。翻忆旧游多感慨，独嗟书剑误儒生。,4
Ming,陈棐,过六盘山遇雨,出城路如砥，过涧山若倚。微雨凌清晨，草间流㳽㳽。翠岭排空开，蓝舆驾山起。举头看导骑，先入烟雾里。石路转委蛇，危壁登峛崺。白云入衣袖，玉垆香烟比。下视万寻壑，茫茫海无涘。我欲寻仙灵，岩洞遥瞻企。应有遁迹人，餐霞高结轨。俯视巢许流，乘轩便脱屣。,5
Tang,王昌龄,段宥厅孤桐,凤皇所宿处，月映孤桐寒。槁叶零落尽，空柯苍翠残。虚心谁能见，直影非无端。响发调尚苦，清商劳一弹。,2
Qing,戈涢,阻雨宝田家,相对话淫潦，愁阴何日开。惊闻茶鼎沸，又道雨声来。屋避床床漏，阶封步步苔。农家方望岁，妇子倍增哀。,6
Ming,方孟式,寄盛夫人,繁霜百岁冷春帏，常共寒灯泣落晖。红泪已辞机上锦，白头尚著嫁时衣。烟笼竹叶凉生案，雨湿梨花静掩扉。杯酒楼头明月夜，迢迢梦绕楚天微。,5
Ming,王应鹏,元日,元日晴湖春事微，水云沙鹜两依依。新交南国知仍少，旧约青山意转非。独客有人吟楚怨，北书无雁向南飞。王师见说收洪郡，又欲长江耀武威。,5
WeiJin,薛综,白鹿颂,皎皎白鹿，体质驯良。其质皓曜，如鸿如雷。,0
Ming,方郑作,答空同子观射见赠之作,我骑白鼻蘖，君载青油车。行行城南道，联翩走风沙。停车下马对相揖，弯弓抽矢向西立。一箭应手堕双翼，镝中飒飒悲风入。天寒日暮侵征衣，侧身上马先尔归。扬鞭径去不回首，黄云白雪昏霏霏。,5
Yuan,李行道,鹊踏枝,普天下有的婆娘。谁不待要佔些独强。几曾见这狗行狼心。搅肚蛆肠。带云：你养着奸夫。倒着我有这屈事也。唱：倒屈陷我腌䐶勾当。带云：也怪不得他赃埋我来。唱：也只是我不合自小为娼。,4
Tang,米都知,句,小旗村店酒，微雨野塘花。,2
Yuan,僧梵琦,和寒山子诗 其五,地远心途寂，情忘理自穷。水声常浩浩，岚气正濛濛。永夜猿啼月，无时虎啸风。纤尘遣未尽，不可住山中。,4
Tang,王起,贡举人谒先师闻雅乐,蔼蔼观光士，来同鹄鹭群。鞠躬遗像在，稽首雅歌闻。度曲飘清汉，馀音遏晓云。两楹凄已合，九仞杳难分。断续同清吹，洪纤入紫氛。长言听已罢，千载仰斯文。,2
Yuan,僧馀泽,送赵季文之湖州知事,日暮江南歌采蘋，春风催起宦游人。鸥边水叶侵衣碧，马首山花照眼新。公子文章应独步，参军案牍漫相亲。也知伯仲能忠孝，当上潘舆送喜频。,4
Song,丁宝臣,题慧山翠麓亭,谛看轩轩面翠微，暂来登此已忘机。地连佛寺楼台古，泉落山田稻蟹肥。晓径忽穿清气入，夜船多载白云归。世人谁识红尘外，终老功名未拂衣。,3
Ming,王云凤,洮州即事次韵,十年奔走笑龙钟，苦为思亲意欲东。麦酒薄难消土瘴，狐裘暖亦透山风。衙无人迹尘难扫，庭有民词译为通。外侮不生真在我，防边何必念边功。,5
Ming,孔从先,啸台,四大无尘境，白云自往还。盈盈襟袖里，不令到人间。,5
Yuan,李道纯,其四,打透都关锁，天然会大同。龟毛元自绿，鹤顶本来红。可道非常道，行功是外功。些儿真造化，恍惚窈冥中。,4
Yuan,僧慧熙,澹泊轩,阿师澹泊异常人，乐止斯轩岂患贫。白拂懒挥床角挂，金文间阅案头陈。鹤因煮石鸣应喜，龙为斟泉卧恐嗔。却笑黄尘来往客，终朝门外闹蹄轮。,4
WeiJin,谢安,兰亭诗二首（《诗纪》作琅琊王友谢安二首。） 其一,伊昔先子，有怀春游。契兹言执，寄傲林丘。森森连岭，茫茫原畴。回霄垂雾，凝泉散流。,0
NanBei,谢超宗,其九 凯容乐（皇祖淮阴令室）,严宗正典，崇享肇禋。九章既禋，三清既陈。昭恭皇祖，承假徽神。贞佑伊协，卿蔼是邻。,1
Song,方回,仲夏书事十首 其一,园林夏宜晓，叶叶溜晴光。此地吾能净，非天独肯凉。汲泉看马饮，刬草免蛇藏。似亦为形役，终无市井忙。,3
Yuan,僧希陵,秋夜长,秋虫啧啧寒莎底，城头秋月白如水。二十五点秋夜长，点点滴断离人肠。万里一身风露凉，家家秋砧捣衣忙。,4
Song,芹庵,其三,总计宁专借远方，高勋盟府要深藏。明年今日归清禁，天语传宣劝寿觞。,3
Ming,王守仁,香山次韵,寻山到山寺，得意却忘山。岩树坐来静，壁萝春自间。楼台星斗上，钟磬翠微閒。顿息尘寰念，清溪踏月还。,5
Tang,李白,寄当涂赵少府炎,晚登高楼望，木落双江清。寒山饶积翠，秀色连州城。目送楚云尽，心悲胡雁声。相思不可见，回首故人情。,2
Qing,方以智,三叠泉,三峡巴江似直流，叠溪屏障几曾收。冰绡剪破裁云幔，银汉倾斜作玉沟。画角鼓声催急雨，阳关笛曲送深秋。谁将折笔图成后，可挂松风最上楼。,6
Qing,方朝,中宿峡,沧海云际来，一泻开地轴。嵚岑双屏转，块轧森草木。仰窥流光短，益觉日晷速。乃知东南天，于此亦不足。鲛宫倚禅房，鱼梁饮麛鹿。帝子去杳然，清光映江曲。维舟探遗踪，云旗想幽谷。,6
Yuan,杜竹处,惠山寺行殿,渡江五马竟忘归，愁见年年雁北飞。千里版图非故国，六朝基绪几危机。烟藏经叶闲僧锡，风落松花上客衣。前代衣冠巳尘土，空留碑碣枕前晖。,4
Song,史文卿,秋词 其一,写就秋词雁影稀，背灯无语独眠迟。画栏点滴芭蕉雨，一夜将愁向阿谁。,3
Ming,尹耕,韩信庙,背水仍留阵，良弓早见收。无心来附耳，有面竟封侯。落日荒祠道，西风涧水秋。君臣终始义，为尔泪长流。,5
NanBei,姚翻,梦见故人诗,觉罢方知恨，人心定不同。谁能对角枕，长夜一边空。,1
Song,文兴,寄云水禅师,百丈传衣后，栖心近沃洲。道高归毳侣，名重达凝旒。对话千峰雪，安禅万木秋。仍闻有新偈，时向四方流。,3
Ming,尹世观,其二,我寻南国好山川，梦想玆亭盖自前。二水东来横复合，群峰北峙断还连。汀花馥郁清宵月，野树依微薄暮烟。尚论古人知孰胜，平泉终失子孙传。,5
Song,王陶,明智寺,邃壑重峦十里过，天围佛境隐岩阿。傥来功业忘情久，暂到山林结意多。,3
Yuan,耶律铸,寄高仲杰,一枕功名梦，半年风雨床。地高秋易老，人去夜偏长。悲赋伤鹦鹉，哀琴怨凤凰。晚风吹落日，明月满寒塘。,4
Yuan,汪元量,其十,天也今如此，人乎可奈何。台边西子去，宫里北人过。玉树歌方息，金铜泪已多。旌旗遮御路，舟楫满官河。,4
NanBei,王台卿,同萧治中十咏二首 其一 荡妇高楼月,空庭高楼月，非复三五圆。何须照床里，终是一人眠。,1
NanBei,刘缓,其三 冬宵（《诗纪》作寒闺。）,不堪寒夜久，夜夜守空床。衣裾逐座褶，钗影近灯长。无怜四幅锦，何须辟恶香。,1
NanBei,何承天,地赞,九州攸同，时维禹迹。爰及后代，疆分里析。贡则屡迁，名犹不易。,1
Yuan,吴澄,其二,已了公家事，归寻小洞天。友吟留别句，官办送归船。夜月各千里，秋风又一年。但当频寄字，悃恳问安眠。,4
Song,王景,送钤辖馆使王公,四稔总兵钤，轻裘叔子惭。抗棱遐徼伏，敦信远民谙。赴召薰风布，离襟腊酒酣。吾皇思将帅，有意在燕南。,3
Tang,不详,袁少年诗（猿） 其一,风波千里阔，台榭半天高。此兴将何比，身知插羽毛。,2
NanBei,王伟,在渭阳赋诗,平明听战鼓，薄暮叙存亡。楚汉方龙斗，秦关陈未央。,1
Yuan,沈右,和西湖竹枝词,劝郎莫向花下迷，劝郎莫待醉如泥。临行更有分明语，枝上流莺休乱啼。,4
Tang,朱存,金陵览古 天阙山,牛头天际碧凝岚，王导无稽亦妄谈。若指远山为上阙，长安应合指终南。,2
NanBei,庾成师,远期篇,忆别春花飞，已见秋叶稀。泪粉羞明镜，愁带减宽衣。得书言未反，梦见道应归。坐使红颜歇，独掩青楼扉。,1
Qing,于琳,咏夜落金钱花二首 其一,深红点点映重茵，开到金钱花转新。夜静露浓和月落，明朝愁杀采花人。,6
Tang,朱休,驾幸太学赋（以人安国泰大播儒风为韵）,皇帝念儒林之繁会。当天地之交泰。降万乘以爰来。使八方而咸赖。视其鼓箧之地。文在其中。礼于释菜之庭。化行乎外。睿想难踰。精搜典谟。属车连延。辗御陌而后入。翠华容裔。向文囿以前驱。台观惟新。墙垣尽饰。宗伯礼贤以蒇事。司成执经而奉职。端冕旒而䌽仗初立。始驻六龙。发声教而翠华未旋。以行万国。整衣裳之楚楚。习威仪之翼翼。入门而冠剑陆离。布位而貂蝉逼侧。若乃展先师之礼。示后进之人。张国容以贵道。阐文教以尊神。升夫子之堂。所谓以德行。行周公之礼。岂可不躬亲。不然者。何以自谦于至圣。而亲飨于陪臣哉。是以讲学斯陈。德音远播。念月将而日就。各呈材而切磋。龙颜不远。顾探索之惟勤。天步下临。曷斯须之敢惰。云布星攒。周回可观。彼儒风之习习。资睿思以安安。颐指于学海儒林。自因泽及。目击乎雄词丽藻。谁谓才难。恩下育而冬暖。命遐宣而昼寒。济时以勤学为先。居上以易俗称大。俾惰游者咸思于经籍。好勇者亦高其冠带。既而宣化毕。盛礼终。缴素志。播皇风。转龙旂于祥烟之表。返銮辂于瑞气之中。盛矣哉载笔之史。不纪乎教化之宫。,2
Ming,叶纨纨,浣溪沙,几日轻寒懒上楼。重帘低控小银钩。东风深锁一窗幽。昼永半消春寂寂，梦残独语思悠悠。近来长自只知愁。,5
Yuan,李思衍,行赆有礼辞之世子举陆贾事亹亹见爱谢绝以诗,绿玺南来奉玉音，九重恻怛为民深。蜀人爰命相如檄，越使何求陆贾金。冰雪孤忠臣子事，乾坤生物帝王心。从今但得天从欲，航海梯山岁岁深。,4
Yuan,吴志淳,春游三首 其一,湖上轻风吹柳丝，湖边细雨湿花枝。百年总有三万日，一日都来十二时。杜老每寻崔氏宅，山翁偏爱习家池。乘閒取醉真吾事，度水看花也自奇。,4
NanBei,王筠,三妇艳,大妇留芳褥，中妇对华烛。小妇独无事，当轩理清曲。丈人且安卧，艳歌方断续。,1
NanBei,萧绎,和王僧辩从军诗,宝剑饰龙渊，长虹画彩旃。山虚和铙管，水净写娄船。连鸡随火度，燧象带烽然。洞庭晚风急，潇湘夜月圆。荀令多文藻，临戎赋雅篇。,1
Tang,吕岩,其十,姹女住离宫，身边产雌雄。炉中七返毕，鼎内九还终。悟了鱼投水，迷因鸟在笼。耄年服一粒，立地变冲童。,2
Song,于石,其二,不谈当世事，荣辱两无闻。诗思半山月，生涯一坞云。砚乾分瀑润，香断借兰熏。有客时相过，呼儿采涧芹。,3
Song,文天祥,入山即事,江流风㶁㶁，云薄雨丝丝。上马忙呼伞，巡檐静看棋。露天厨作泞，沙地水生池。秉烛留前夕，兹游更绝奇。,3
Qing,方殿元,其三,喜却小山留我后，倏在我前若驰骤。千折百折舟子疲，我左须臾还我右。日色归心不相及，坐见羲车坠岩岫。天昏月黑风怒号，猛虎长蛇两相斗。,6
Qing,王洁,金山 其一,七级凌峰顶，虚窗总不扃。层岚开紫翠，急浪走雷霆。斯世方多故，高天果独醒。茫茫看尺五，敢欲问青冥。,6
Song,古田里人,挽李仲通,久矣厌尘世，逃名云水间。五湖正觅地，一曲歌沧浪。风雨晚来急，笠蓑时下忙。钓龙手中竹，分付与儿郎。,3
Song,王辟疆,凉轩,溪山环绕古城深，贤尹开轩日醉吟。大抵清虚虽得地，从来安静本由心。朝挥玉麈风生座，夜抚瑶琴月满襟。应笑陶潜种杨柳，五株门外不成阴。,3
Qing,王芑孙,鲇鱼关,山压孤城断，关临大漠开。列屏高碍日，阴壑自生雷。古隘鱼灵守，秋空虎气来。继光曾转战，锁钥想边才。,6
Qing,方薰,东湖即景,张家林亭杉叶遮，李公桥外柳丝斜。不知九派东湖水，流出春城几处花。,6
Ming,王慎中,其二,边报真闻汝，国荒犹未休。赈输堠吏急，节制大臣留。蒿藋时能给，干戈不自谋。杞人有浩叹，尊酒岂销忧。,5
Yuan,辛敬,宿洞阳观,洞阳观里看明月，云雾轩窗挂六鳌。五月蛟龙吹水上，四更星斗去人高。山阴羽客黄庭字，太白神仙宫锦袍。遥望长空意无限，九霄何处醉仙桃。,4
Qing,于齐庆,挽刘树屏联,予病未能，徒怅望京洛烟尘，奉絮酒只鸡，下风遥拜；公灵不昧，应记取楼台灯火，对盘飧市脯，竟夕清谈。,6
NanBei,费昶,发白马（白马。津名。）,家本楼烦俗，召募羽林儿。怖羌角牴戏，习战昆明池。弓韬不复挽，剑衣恒露铍。一辞豹尾内，长别属车垂。白马今虽发，黄河未结澌。寄言闺中妇，逢春心勿移。,1
Yuan,王永年,题墨竹,泛泛湘水春，依依渭川曲。胜地不再逢，于焉见丛绿。碧干冒馀烟，晴梢媚凉旭。恍然碧云中，可玩不可掬。人间白日静，风定层漪渌。此君信佳人，悟悦何由足。,4
WeiJin,成公绥,中宫诗二首 其一,殷汤令妃，有莘之女。仁教内修，度义以处。清谧后宫，九嫔有序。尹为媵臣，遂作元辅。,0
Qing,方殿元,其二,江南花色好，南海更便妍。梅风媚长至，桃日艳春前。芳思归词赋，风流入管弦。曲江兴绝唱，和者已千年。,6
Song,王涣,睢阳五老会诗,分曹归政养耆年，李下何由更正冠。贤相赋诗同啸傲，圣君优诏去盘桓。庞眉老叟俱称寿，凌雪乔松岂畏寒。屈指五人齐五福，乡人须作二疏看。,3
Yuan,吴安持,百门泉,地本居幽僻，天教慰寂寥。池无千顷广，泉有万珠跳。坐觉清心骨，行思厌市朝。从今频往返，归路不辞遥。,4
Yuan,王艮,黄河道中,荒荒大野兼天远，浑浑长河与海通。云暗春城榆荚雨，浪翻沙岸鲤鱼风。简书上计千艘集，玉帛来朝九域同。献纳愿陪青琐议，衰迟已是白头翁。,4
Tang,吴融,题豪家故池,岁久无泉引，春来仰雨流。萍枯黏朽槛，沙浅露沈舟。照影人何在，持竿客寄游。翛然兴废外，回首谢眠鸥。,2
Song,王曾,送李寺丞归临江,辞荣知退出尘埃，泽国皆推隐逸才。清世不为王事累，白云重向帝乡来。僧因好古留棋诀，鸥为忘机恋钓台。应见酒旗回马首，远烟沈澹百花开。,3
Ming,永瑛,闻潮,閒倚青松读古诗，杭标霅昼旧相知。山僧不刻莲花漏，潮白江门报午时。,5
Ming,尹体震,送何柏友入都兼寄张元均明府,大笑相看事壮游，不将柳色动离愁。好书可读开千卷，国士须寻第一流。冷落吴山空有梦，猖狂燕市想悲秋。知君久佩双龙剑，行路何妨遍九州。,5
Tang,僧可朋,滕王阁,洪州太白方，积翠倚穹苍。万古遮新月，半江无夕阳。,2
